loss,accuracy,val_loss,val_accuracy,lr
0.921033501625061,0.8046683073043823,0.790438711643219,0.8758170008659363,2.5e-05
0.9236888885498047,0.7923833131790161,0.7525989413261414,0.9215686321258545,2.5e-05
0.9520183205604553,0.7702702879905701,0.7514287829399109,0.9215686321258545,2.5e-05
0.9356915354728699,0.8009827733039856,0.7647644281387329,0.915032684803009,2.5e-05
0.901404619216919,0.8316953182220459,0.770477294921875,0.8954248428344727,2.5e-05
0.9211030602455139,0.8083537817001343,0.7561817765235901,0.9084967374801636,2.5e-05
0.90730220079422,0.8218673467636108,0.7380067706108093,0.9346405267715454,2.5e-05
0.8981243968009949,0.815724790096283,0.7784102559089661,0.8954248428344727,2.5e-05
0.9023795127868652,0.8230957984924316,0.7471327185630798,0.915032684803009,2.5e-05
0.9423418045043945,0.7948402762413025,0.7331951260566711,0.9346405267715454,2.5e-05
0.8715102672576904,0.834152340888977,0.7193155884742737,0.9542483687400818,2.5e-05
0.9101356267929077,0.7997543215751648,0.7187246084213257,0.9346405267715454,2.5e-05
0.8968570232391357,0.812039315700531,0.7528008818626404,0.9084967374801636,2.5e-05
0.8830716609954834,0.8488943576812744,0.7226306200027466,0.9346405267715454,2.5e-05
0.8783308863639832,0.8366093635559082,0.7115836143493652,0.9411764740943909,2.5e-05
0.8712949156761169,0.8415233492851257,0.7042249441146851,0.9346405267715454,2.5e-05
0.8894284963607788,0.8329238295555115,0.7906199097633362,0.8888888955116272,2.5e-05
0.8760475516319275,0.8329238295555115,0.7271853089332581,0.9281045794487,2.5e-05
0.8785121440887451,0.8329238295555115,0.7901809811592102,0.8758170008659363,2.5e-05
0.8714103698730469,0.8255528211593628,0.7940464615821838,0.8888888955116272,2.5e-05
0.873400092124939,0.8427518606185913,0.7069854736328125,0.9281045794487,2.5e-05
0.8537190556526184,0.8439803719520569,0.6914525628089905,0.9411764740943909,1.25e-05
0.855684220790863,0.8513513803482056,0.7211353182792664,0.915032684803009,1.25e-05
0.8626642227172852,0.8452088236808777,0.7528278827667236,0.8954248428344727,1.25e-05
0.8273910284042358,0.8783783912658691,0.7319028973579407,0.9019607901573181,1.25e-05
0.822925329208374,0.8734643459320068,0.6965803503990173,0.9346405267715454,1.25e-05
0.8332641124725342,0.8796069025993347,0.712352454662323,0.9215686321258545,1.25e-05
0.8120439052581787,0.8796069025993347,0.7044059634208679,0.9281045794487,6.25e-06
0.857248842716217,0.8488943576812744,0.7213999032974243,0.9084967374801636,6.25e-06
0.8511072397232056,0.8452088236808777,0.7288004755973816,0.8954248428344727,6.25e-06
0.8447902798652649,0.8464373350143433,0.7335426211357117,0.8954248428344727,6.25e-06
0.8369626402854919,0.8427518606185913,0.7105265855789185,0.9281045794487,6.25e-06
0.8288719058036804,0.8734643459320068,0.7072885036468506,0.9281045794487,3.125e-06
0.8201091289520264,0.8697788715362549,0.7148936986923218,0.9215686321258545,3.125e-06
0.8215788006782532,0.8710073828697205,0.7030678987503052,0.9346405267715454,3.125e-06
0.8284735083580017,0.85012286901474,0.7276122570037842,0.9019607901573181,3.125e-06
0.826973557472229,0.8697788715362549,0.7023215293884277,0.9346405267715454,3.125e-06
0.8272914290428162,0.8562653660774231,0.7046665549278259,0.9346405267715454,1.5625e-06
0.8202142119407654,0.8771498799324036,0.7181987166404724,0.9084967374801636,1.5625e-06
0.8365803360939026,0.859950840473175,0.711429238319397,0.9215686321258545,1.5625e-06
0.8352373242378235,0.8660933375358582,0.7118296027183533,0.9215686321258545,1.5625e-06
0.825295627117157,0.875921368598938,0.7136405110359192,0.915032684803009,1.5625e-06
0.8295971155166626,0.8550368547439575,0.7099538445472717,0.9215686321258545,1e-06
0.8081849217414856,0.8783783912658691,0.712870180606842,0.9215686321258545,1e-06
0.8264477252960205,0.8660933375358582,0.7137343287467957,0.9215686321258545,1e-06
0.8311263918876648,0.8648648858070374,0.716698944568634,0.915032684803009,1e-06
0.8251875042915344,0.8660933375358582,0.716535747051239,0.915032684803009,1e-06
0.8308491706848145,0.875921368598938,0.7121666073799133,0.915032684803009,1e-06
0.8359086513519287,0.8538083434104919,0.7134852409362793,0.915032684803009,1e-06
0.8311400413513184,0.8611793518066406,0.7134521007537842,0.915032684803009,1e-06
0.8467394709587097,0.8587223291397095,0.7089612483978271,0.9215686321258545,1e-06
0.8295938372612,0.8636363744735718,0.7109562754631042,0.9215686321258545,1e-06
0.8310057520866394,0.8710073828697205,0.7125661373138428,0.9215686321258545,1e-06
0.8064215183258057,0.8734643459320068,0.706193745136261,0.9281045794487,1e-06
0.8129045963287354,0.875921368598938,0.7103725671768188,0.9215686321258545,1e-06
0.8156871795654297,0.8783783912658691,0.712324857711792,0.9215686321258545,1e-06
0.8189510107040405,0.8685503602027893,0.71079421043396,0.9281045794487,1e-06
0.8219499588012695,0.8796069025993347,0.7125399708747864,0.9281045794487,1e-06
0.8135098814964294,0.8845208883285522,0.7078984975814819,0.9346405267715454,1e-06
0.816050112247467,0.8550368547439575,0.7158287167549133,0.915032684803009,1e-06
0.8263341188430786,0.8685503602027893,0.7045474052429199,0.9346405267715454,1e-06
0.822919487953186,0.8685503602027893,0.7055327296257019,0.9281045794487,1e-06
0.8426462411880493,0.8452088236808777,0.7068325877189636,0.9281045794487,1e-06
0.8306616544723511,0.8574938774108887,0.7048758268356323,0.9281045794487,1e-06
0.8264902234077454,0.8636363744735718,0.708471417427063,0.9215686321258545,1e-06
0.8179057240486145,0.8673218488693237,0.7036161422729492,0.9346405267715454,1e-06
0.8264889717102051,0.8550368547439575,0.705000102519989,0.9346405267715454,1e-06
0.843913733959198,0.8488943576812744,0.7074323892593384,0.9281045794487,1e-06
0.8184666037559509,0.8820638656616211,0.71140456199646,0.9215686321258545,1e-06
0.8384733200073242,0.8574938774108887,0.7069986462593079,0.9346405267715454,1e-06
0.824515700340271,0.8734643459320068,0.711151123046875,0.9215686321258545,1e-06
0.816797137260437,0.8796069025993347,0.7088244557380676,0.9281045794487,1e-06
